"UniProt1","UniProt2","symbol1","symbol2","evidence type"
"P13693","Q8IV20","TPT1","LACC1","exp"
"P13725","P40189","OSM","IL6ST","exp;ortho;pred"
"P13725","Q8NI17","OSM","IL31RA","pred"
"P13725","Q9HC29","OSM","NOD2","pred"
"P13726","P17181","F3","IFNAR1","pred"
"P13726","P38484","F3","IFNGR2","pred"
"P13726","P40189","F3","IL6ST","pred"
"P13726","Q9HC29","F3","NOD2","pred"
"P13747","Q92619","HLA-E","ARHGAP45","pred"
"P13796","Q92619","LCP1","ARHGAP45","pred"
"P13804","P36969","ETFA","GPX4","exp"
"P13861","P48023","PRKAR2A","FASLG","pred"
"P13861","Q9Y2R2","PRKAR2A","PTPN22","exp"
"P13929","P36969","ENO3","GPX4","exp"
"P13987","P38484","CD59","IFNGR2","pred"
"P14210","Q7Z699","HGF","SPRED1","pred"
"P14316","P17181","IRF2","IFNAR1","pred"
"P14317","Q92619","HCLS1","ARHGAP45","pred"
"P14373","Q9HC29","TRIM27","NOD2","exp"
"P14406","P36969","COX7A2","GPX4","pred"
"P14555","Q9HC29","PLA2G2A","NOD2","pred"
"P14598","P48023","NCF1","FASLG","exp;pred"
"P14616","Q9Y2R2","INSRR","PTPN22","pred"
"P14625","Q9HC29","HSP90B1","NOD2","pred"
"P14672","Q9HC29","SLC2A4","NOD2","pred"
"P14678","P35228","SNRPB","NOS2","exp"
"P14778","P40189","IL1R1","IL6ST","pred"
"P14778","Q8NI17","IL1R1","IL31RA","pred"
"P14784","P17181","IL2RB","IFNAR1","pred"
"P14784","P38484","IL2RB","IFNGR2","pred"
"P14784","P40189","IL2RB","IL6ST","pred"
"P14784","Q8NI17","IL2RB","IL31RA","pred"
"P14784","Q9Y2R2","IL2RB","PTPN22","pred"
"P14866","P35228","HNRNPL","NOS2","pred"
"P14868","Q86VZ6","DARS","JAZF1","pred"
"P14920","P48023","DAO","FASLG","pred"
"P15018","P17181","LIF","IFNAR1","pred"
"P15018","P40189","LIF","IL6ST","exp;pred"
"P15018","Q8NI17","LIF","IL31RA","pred"
"P15018","Q9HC29","LIF","NOD2","pred"
"P15036","Q13342","ETS2","SP140","pred"
"P15121","P36969","AKR1B1","GPX4","exp"
"P15151","P40189","PVR","IL6ST","pred"
"P15151","Q9HC29","PVR","NOD2","pred"
"P15153","P35228","RAC2","NOS2","exp;ortho;pred"
"P15153","Q92619","RAC2","ARHGAP45","pred"
"P15169","P48023","CPN1","FASLG","pred"
"P15260","P17181","IFNGR1","IFNAR1","pred"
"P15260","P38484","IFNGR1","IFNGR2","exp;pred"
"P15309","Q8IV20","ACPP","LACC1","exp"
"P15309","Q8NI17","ACPP","IL31RA","exp"
"P15311","P35228","EZR","NOS2","pred"
"P15311","P36969","EZR","GPX4","exp"
"P15311","P48023","EZR","FASLG","exp;pred"
"P15336","P17181","ATF2","IFNAR1","pred"
"P15336","P35228","ATF2","NOS2","pred"
"P15336","Q02930","ATF2","CREB5","exp;pred"
"P15374","P36969","UCHL3","GPX4","exp"
"P15391","P48023","CD19","FASLG","pred"
"P15391","Q9Y2R2","CD19","PTPN22","pred"
"P15407","P35228","FOSL1","NOS2","pred"
"P15407","Q02930","FOSL1","CREB5","exp;pred"
"P15408","P35228","FOSL2","NOS2","pred"
"P15408","Q02930","FOSL2","CREB5","exp;pred"
"P15498","P17181","VAV1","IFNAR1","pred"
"P15498","P35228","VAV1","NOS2","pred"
"P15498","P38484","VAV1","IFNGR2","pred"
"P15498","P40189","VAV1","IL6ST","exp"
"P15498","P48023","VAV1","FASLG","pred"
"P15498","Q92619","VAV1","ARHGAP45","pred"
"P15498","Q9HC29","VAV1","NOD2","pred"
"P15498","Q9Y2R2","VAV1","PTPN22","exp;pred"
"P15509","P40189","CSF2RA","IL6ST","pred"
"P15529","P40189","CD46","IL6ST","pred"
"P15692","P38484","VEGFA","IFNGR2","pred"
"P15692","P40189","VEGFA","IL6ST","pred"
"P15692","Q9HC29","VEGFA","NOD2","pred"
"P15813","P40189","CD1D","IL6ST","pred"
"P15813","Q9HC29","CD1D","NOD2","pred"
"P15884","P48023","TCF4","FASLG","exp"
"P15927","P17181","RPA2","IFNAR1","pred"
"P15941","P48023","MUC1","FASLG","pred"
"P16070","P40189","CD44","IL6ST","pred"
"P16150","P48023","SPN","FASLG","pred"
"P16152","Q8IV20","CBR1","LACC1","exp"
"P16157","Q9HC29","ANK1","NOD2","pred"
"P16220","P35228","CREB1","NOS2","pred"
"P16220","P38484","CREB1","IFNGR2","pred"
"P16220","Q02930","CREB1","CREB5","pred"
"P16234","P35228","PDGFRA","NOS2","pred"
"P16234","P40189","PDGFRA","IL6ST","pred"
"P16284","P40189","PECAM1","IL6ST","pred"
"P16333","P48023","NCK1","FASLG","exp;pred"
"P16410","P40189","CTLA4","IL6ST","pred"
"P16410","Q8NI17","CTLA4","IL31RA","pred"
"P16410","Q9HC29","CTLA4","NOD2","pred"
"P16435","P35228","POR","NOS2","pred"
"P16444","Q9HC29","DPEP1","NOD2","pred"
"P16471","P17181","PRLR","IFNAR1","pred"
"P16471","P38484","PRLR","IFNGR2","pred"
"P16471","P40189","PRLR","IL6ST","pred"
"P16471","Q8NI17","PRLR","IL31RA","pred"
"P16615","P35228","ATP2A2","NOS2","exp"
"P16871","P17181","IL7R","IFNAR1","pred"
"P16871","P40189","IL7R","IL6ST","pred"
"P16871","Q9HC29","IL7R","NOD2","pred"
"P16885","Q9Y2R2","PLCG2","PTPN22","pred"
"P17066","P35228","HSPA6","NOS2","exp"
"P17181","P98172","IFNAR1","EFNB1","pred"
"P17181","P23458","IFNAR1","JAK1","exp;pred"
"P17181","Q9Y279","IFNAR1","VSIG4","pred"
"P17181","P42081","IFNAR1","CD86","pred"
"P17181","Q9UBE8","IFNAR1","NLK","pred"
"P17181","Q9BZL6","IFNAR1","PRKD2","exp"
"P17181","Q9UHF4","IFNAR1","IL20RA","pred"
"P17181","P24394","IFNAR1","IL4R","pred"
"P17181","P63244","IFNAR1","RACK1","exp;pred"
"P17181","Q92793","IFNAR1","CREBBP","pred"
"P17181","P20591","IFNAR1","MX1","pred"
"P17181","Q29980","IFNAR1","MICB","pred"
"P17181","P53779","IFNAR1","MAPK10","pred"
"P17181","Q09472","IFNAR1","EP300","exp;ortho;pred"
"P17181","Q9HCN6","IFNAR1","GP6","pred"
"P17181","P30291","IFNAR1","WEE1","pred"
"P17181","P46109","IFNAR1","CRKL","exp"
"P17181","P17706","IFNAR1","PTPN2","pred"
"P17181","Q01151","IFNAR1","CD83","pred"
"P17181","Q6UXL0","IFNAR1","IL20RB","pred"
"P17181","Q13114","IFNAR1","TRAF3","pred"
"P17181","Q9UMW8","IFNAR1","USP18","pred"
"P17181","P52630","IFNAR1","STAT2","exp;pred"
"P17181","Q9GZX6","IFNAR1","IL22","pred"
"P17181","Q00978","IFNAR1","IRF9","pred"
"P17181","Q9UHD0","IFNAR1","IL19","pred"
"P17181","Q14653","IFNAR1","IRF3","pred"
"P17181","Q14116","IFNAR1","IL18","pred"
"P17181","Q9Y297","IFNAR1","BTRC","exp;pred"
"P17181","Q9BQ51","IFNAR1","PDCD1LG2","pred"
"P17181","Q14213","IFNAR1","EBI3","pred"
"P17181","Q13651","IFNAR1","IL10RA","pred"
"P17181","Q14258","IFNAR1","TRIM25","exp"
"P17181","P25105","IFNAR1","PTAFR","pred"
"P17181","Q96CW1","IFNAR1","AP2M1","exp;pred"
"P17181","P62993","IFNAR1","GRB2","pred"
"P17181","Q02556","IFNAR1","IRF8","pred"
"P17181","Q93009","IFNAR1","USP7","exp"
"P17181","P38484","IFNAR1","IFNGR2","pred"
"P17181","Q13546","IFNAR1","RIPK1","ortho;pred"
"P17181","P63010","IFNAR1","AP2B1","pred"
"P17181","P40189","IFNAR1","IL6ST","pred"
"P17181","P48551","IFNAR1","IFNAR2","exp;pred"
"P17181","Q12933","IFNAR1","TRAF2","exp;pred"
"P17181","P18031","IFNAR1","PTPN1","pred"
"P17181","Q9NYY1","IFNAR1","IL20","pred"
"P17181","Q9HBE4","IFNAR1","IL21","pred"
"P17181","Q08722","IFNAR1","CD47","pred"
"P17181","P42226","IFNAR1","STAT6","exp;pred"
"P17181","Q08334","IFNAR1","IL10RB","pred"
"P17181","P42229","IFNAR1","STAT5A","pred"
"P17181","Q8IUD6","IFNAR1","RNF135","pred"
"P17181","Q6UWB1","IFNAR1","IL27RA","pred"
"P17181","P29459","IFNAR1","IL12A","pred"
"P17181","Q8N6P7","IFNAR1","IL22RA1","pred"
"P17181","Q99873","IFNAR1","PRMT1","exp;pred"
"P17181","P29965","IFNAR1","CD40LG","pred"
"P17181","P31785","IFNAR1","IL2RG","pred"
"P17181","Q06124","IFNAR1","PTPN11","exp;pred"
"P17181","Q03405","IFNAR1","PLAUR","pred"
"P17181","P30304","IFNAR1","CDC25A","pred"
"P17181","Q15109","IFNAR1","AGER","pred"
"P17181","Q99665","IFNAR1","IL12RB2","pred"
"P17181","Q9NZQ7","IFNAR1","CD274","pred"
"P17181","P29350","IFNAR1","PTPN6","exp;pred"
"P17181","P33681","IFNAR1","CD80","pred"
"P17181","P26718","IFNAR1","KLRK1","pred"
"P17181","P30626","IFNAR1","SRI","pred"
"P17181","Q9BY67","IFNAR1","CADM1","pred"
"P17181","P52333","IFNAR1","JAK3","pred"
"P17181","P42345","IFNAR1","MTOR","pred"
"P17181","Q9UKB1","IFNAR1","FBXW11","exp"
"P17181","Q86UP4","IFNAR1","Interferon alpha 2b","exp"
"P17181","Q8NI17","IFNAR1","IL31RA","pred"
"P17181","P49427","IFNAR1","CDC34","exp"
"P17181","Q9UDY8","IFNAR1","MALT1","pred"
"P17181","Q07666","IFNAR1","KHDRBS1","pred"
"P17181","Q13094","IFNAR1","LCP2","pred"
"P17181","Q13077","IFNAR1","TRAF1","pred"
"P17181","P27695","IFNAR1","APEX1","pred"
"P17181","P32881","IFNAR1","IFNA8","exp;pred"
"P17181","P28482","IFNAR1","MAPK1","exp"
"P17181","Q99650","IFNAR1","OSMR","pred"
"P17181","P27986","IFNAR1","PIK3R1","exp;pred"
"P17181","Q16539","IFNAR1","MAPK14","exp"
"P17181","P40763","IFNAR1","STAT3","exp;pred"
"P17181","Q9NQ25","IFNAR1","SLAMF7","pred"
"P17181","Q86YW5","IFNAR1","TREML1","pred"
"P17181","P26441","IFNAR1","CNTF","pred"
"P17181","P42224","IFNAR1","STAT1","exp;pred"
"P17181","P30530","IFNAR1","AXL","ortho;pred"
"P17181","P29353","IFNAR1","SHC1","pred"
"P17181","P43146","IFNAR1","DCC","pred"
"P17181","P24821","IFNAR1","TNC","pred"
"P17181","Q969J5","IFNAR1","IL22RA2","pred"
"P17181","Q8NET5","IFNAR1","NFAM1","pred"
"P17181","Q15311","IFNAR1","RALBP1","pred"
"P17181","P29597","IFNAR1","TYK2","exp;pred"
"P17181","P51617","IFNAR1","IRAK1","pred"
"P17181","Q13127","IFNAR1","REST","pred"
"P17181","Q9UBD9","IFNAR1","CLCF1","pred"
"P17181","Q15465","IFNAR1","SHH","pred"
"P17181","Q8NC96","IFNAR1","NECAP1","pred"
"P17181","Q03135","IFNAR1","CAV1","pred"
"P17181","Q14765","IFNAR1","STAT4","ortho;pred"
"P17181","P43403","IFNAR1","ZAP70","exp"
"P17181","P60568","IFNAR1","IL2","pred"
"P17181","P35568","IFNAR1","IRS1","pred"
"P17181","Q9NR96","IFNAR1","TLR9","pred"
"P17181","P26842","IFNAR1","CD27","pred"
"P17181","Q8N5C8","IFNAR1","TAB3","pred"
"P17181","Q9NYK1","IFNAR1","TLR7","pred"
"P17181","P42566","IFNAR1","EPS15","pred"
"P17181","Q5ZPR3","IFNAR1","CD276","pred"
"P17181","Q92985","IFNAR1","IRF7","pred"
"P17181","Q04206","IFNAR1","RELA","pred"
"P17181","Q05655","IFNAR1","PRKCD","pred"
"P17181","P19438","IFNAR1","TNFRSF1A","pred"
"P17181","P22301","IFNAR1","IL10","pred"
"P17181","Q495A1","IFNAR1","TIGIT","pred"
"P17181","P17612","IFNAR1","PRKACA","exp"
"P17181","P98161","IFNAR1","PKD1","pred"
"P17181","Q7Z6A9","IFNAR1","BTLA","pred"
"P17181","P29460","IFNAR1","IL12B","pred"
"P17181","P51692","IFNAR1","STAT5B","pred"
"P17181","Q9HBE5","IFNAR1","IL21R","pred"
"P17252","P35228","PRKCA","NOS2","pred"
"P17252","P48023","PRKCA","FASLG","pred"
"P17252","Q7Z699","PRKCA","SPRED1","pred"
"P17275","P35228","JUNB","NOS2","pred"
"P17275","Q02930","JUNB","CREB5","exp;pred"
"P17301","P40189","ITGA2","IL6ST","pred"
"P17301","Q9HC29","ITGA2","NOD2","pred"
"P17302","Q676U5","GJA1","ATG16L1","ortho"
"P17535","P35228","JUND","NOS2","pred"
"P17535","Q02930","JUND","CREB5","exp;pred"
"P17544","P35228","ATF7","NOS2","pred"
"P17544","Q02930","ATF7","CREB5","exp;pred"
"P17612","P35228","PRKACA","NOS2","pred"
"P17676","P35228","CEBPB","NOS2","pred"
"P17676","Q02930","CEBPB","CREB5","pred"
"P17676","Q9HC29","CEBPB","NOD2","pred"
"P17706","P38484","PTPN2","IFNGR2","pred"
"P17706","P40189","PTPN2","IL6ST","pred"
"P17706","Q9Y2R2","PTPN2","PTPN22","pred"
"P17844","Q86VZ6","DDX5","JAZF1","pred"
"P17927","Q9HC29","CR1","NOD2","pred"
"P17931","Q8NI17","LGALS3","IL31RA","exp"
"P17948","P40189","FLT1","IL6ST","pred"
"P17948","Q7Z699","FLT1","SPRED1","pred"
"P17948","Q8NI17","FLT1","IL31RA","pred"
"P17948","Q9HC29","FLT1","NOD2","pred"
"P17980","P35228","PSMC3","NOS2","exp"
"P17980","Q676U5","PSMC3","ATG16L1","exp"
"P17987","P35228","TCP1","NOS2","exp"
"P18031","P38484","PTPN1","IFNGR2","pred"
"P18031","P48023","PTPN1","FASLG","pred"
"P18031","Q9Y2R2","PTPN1","PTPN22","pred"
"P18124","P35228","RPL7","NOS2","exp"
"P18283","P36969","GPX2","GPX4","pred"
"P18433","P48023","PTPRA","FASLG","pred"
"P18433","Q9Y2R2","PTPRA","PTPN22","pred"
"P18545","P48023","PDE6G","FASLG","pred"
"P18754","Q7Z699","RCC1","SPRED1","exp"
"P18846","Q02930","ATF1","CREB5","pred"
"P18847","P35228","ATF3","NOS2","pred"
"P18847","Q02930","ATF3","CREB5","pred"
"P18848","P35228","ATF4","NOS2","pred"
"P18848","P36969","ATF4","GPX4","pred"
"P18848","Q02930","ATF4","CREB5","pred"
"P19012","Q02930","KRT15","CREB5","exp"
"P19012","Q9Y2R2","KRT15","PTPN22","pred"
"P19022","Q7Z699","CDH2","SPRED1","pred"
"P19022","Q9Y2R2","CDH2","PTPN22","exp"
"P19174","P48023","PLCG1","FASLG","pred"
"P19174","Q9Y2R2","PLCG1","PTPN22","pred"
"P19235","P40189","EPOR","IL6ST","pred"
"P19235","P48023","EPOR","FASLG","pred"
"P19235","Q9Y2R2","EPOR","PTPN22","pred"
"P19320","P40189","VCAM1","IL6ST","pred"
"P19320","Q9HC29","VCAM1","NOD2","pred"
"P19397","Q92619","CD53","ARHGAP45","pred"
"P19438","P38484","TNFRSF1A","IFNGR2","pred"
"P19438","P40189","TNFRSF1A","IL6ST","pred"
"P19438","P48023","TNFRSF1A","FASLG","exp;pred"
"P19438","Q9HC29","TNFRSF1A","NOD2","pred"
"P19474","P35228","TRIM21","NOS2","exp"
"P19474","Q9HC29","TRIM21","NOD2","pred"
"P19634","Q86VZ6","SLC9A1","JAZF1","pred"
"P19784","P35228","CSNK2A2","NOS2","pred"
"P19793","P48023","RXRA","FASLG","pred"
"P19793","Q86VZ6","RXRA","JAZF1","exp"
"P19827","P40189","ITIH1","IL6ST","pred"
"P19838","P35228","NFKB1","NOS2","ortho;pred"
"P19838","P48023","NFKB1","FASLG","exp"
"P19838","Q9HC29","NFKB1","NOD2","pred"
"P19876","Q9HC29","CXCL3","NOD2","pred"
"P19878","P35228","NCF2","NOS2","pred"
"P19878","Q9HC29","NCF2","NOD2","pred"
"P20138","P40189","CD33","IL6ST","pred"
"P20160","Q8NI17","AZU1","IL31RA","pred"
"P20160","Q9HC29","AZU1","NOD2","pred"
"P20226","P35228","TBP","NOS2","pred"
"P20273","P48023","CD22","FASLG","pred"
"P20273","Q9Y2R2","CD22","PTPN22","pred"
"P20292","Q9HC29","ALOX5AP","NOD2","pred"
"P20618","Q13342","PSMB1","SP140","pred"
"P20701","P40189","ITGAL","IL6ST","pred"
"P20701","Q9Y2R2","ITGAL","PTPN22","pred"
"P20749","P35228","BCL3","NOS2","pred"
"P20749","Q9HC29","BCL3","NOD2","pred"
"P20809","P40189","IL11","IL6ST","exp;ortho;pred"
"P20809","Q8NI17","IL11","IL31RA","pred"
"P20809","Q9HC29","IL11","NOD2","pred"
"P20908","P48023","COL5A1","FASLG","pred"
"P20936","P40189","RASA1","IL6ST","pred"
"P20936","P48023","RASA1","FASLG","pred"
"P20936","Q9Y2R2","RASA1","PTPN22","pred"
"P20941","Q676U5","PDC","ATG16L1","pred"
"P20963","P48023","CD247","FASLG","pred"
"P20963","Q9Y2R2","CD247","PTPN22","exp;pred"
"P21333","Q9HC29","FLNA","NOD2","pred"
"P21359","Q7Z699","NF1","SPRED1","pred"
"P21580","Q9HC29","TNFAIP3","NOD2","exp"
"P21730","Q9HC29","C5AR1","NOD2","pred"
"P21731","P48023","TBXA2R","FASLG","pred"
"P21796","P36969","VDAC1","GPX4","exp"
"P21802","Q9Y2R2","FGFR2","PTPN22","pred"
"P21860","P40189","ERBB3","IL6ST","exp;pred"
"P21860","P48023","ERBB3","FASLG","pred"
"P21860","Q9Y2R2","ERBB3","PTPN22","pred"
"P22004","P40189","BMP6","IL6ST","pred"
"P22087","P36969","FBL","GPX4","pred"
"P22102","Q9Y2R2","GART","PTPN22","pred"
"P22301","P40189","IL10","IL6ST","pred"
"P22301","Q8NI17","IL10","IL31RA","pred"
"P22301","Q9HC29","IL10","NOD2","pred"
"P22352","P36969","GPX3","GPX4","pred"
"P22392","P35228","NME2","NOS2","exp"
"P22626","Q676U5","HNRNPA2B1","ATG16L1","exp;pred"
"P22681","P48023","CBL","FASLG","pred"
"P22681","Q9HC29","CBL","NOD2","pred"
"P22681","Q9Y2R2","CBL","PTPN22","exp;pred"
"P22736","P48023","NR4A1","FASLG","pred"
"P23229","Q676U5","ITGA6","ATG16L1","pred"
"P23368","Q9Y2R2","ME2","PTPN22","pred"
"P23396","P35228","RPS3","NOS2","exp"
"P23396","Q86VZ6","RPS3","JAZF1","pred"
"P23435","P48023","CBLN1","FASLG","pred"
"P23435","Q9UNG2","CBLN1","TNFSF18","pred"
"P23458","P38484","JAK1","IFNGR2","pred"
"P23458","P40189","JAK1","IL6ST","exp;pred"
"P23458","Q8NI17","JAK1","IL31RA","pred"
"P23458","Q9Y2R2","JAK1","PTPN22","pred"
"P23467","P40189","PTPRB","IL6ST","pred"
"P23467","Q9Y2R2","PTPRB","PTPN22","pred"
"P23468","Q9Y2R2","PTPRD","PTPN22","pred"
"P23469","P40189","PTPRE","IL6ST","pred"
"P23469","P48023","PTPRE","FASLG","pred"
"P23469","Q9Y2R2","PTPRE","PTPN22","pred"
"P23470","Q9Y2R2","PTPRG","PTPN22","pred"
"P23471","Q9Y2R2","PTPRZ1","PTPN22","pred"
"P23497","Q13342","SP100","SP140","pred"
"P23497","Q9HC29","SP100","NOD2","pred"
"P23508","P48023","MCC","FASLG","pred"
"P23510","P48023","TNFSF4","FASLG","pred"
"P23588","P36969","EIF4B","GPX4","pred"
"P24387","P55089","CRHBP","UCN","exp"
"P24394","P40189","IL4R","IL6ST","pred"
"P24394","Q8NI17","IL4R","IL31RA","pred"
"P24522","Q7Z699","GADD45A","SPRED1","pred"
"P24593","P40189","IGFBP5","IL6ST","pred"
"P24821","P38484","TNC","IFNGR2","pred"
"P24821","P40189","TNC","IL6ST","pred"
"P25025","Q9HC29","CXCR2","NOD2","pred"
"P25067","P48023","COL8A2","FASLG","pred"
"P25098","P48023","GRK2","FASLG","pred"
"P25445","P38484","FAS","IFNGR2","pred"
"P25445","P48023","FAS","FASLG","exp;pred"
"P25445","Q9HC29","FAS","NOD2","pred"
"P25686","Q8IV20","DNAJB2","LACC1","exp"
"P25786","P35228","PSMA1","NOS2","exp"
"P25787","P35228","PSMA2","NOS2","exp"
"P25787","Q676U5","PSMA2","ATG16L1","pred"
"P25788","P35228","PSMA3","NOS2","exp"
"P25788","Q13342","PSMA3","SP140","pred"
"P25788","Q676U5","PSMA3","ATG16L1","pred"
"P25789","P35228","PSMA4","NOS2","exp"
"P25942","P38484","CD40","IFNGR2","pred"
"P25942","P40189","CD40","IL6ST","pred"
"P25942","Q9HC29","CD40","NOD2","pred"
"P25942","Q9Y2R2","CD40","PTPN22","pred"
"P25963","P48023","NFKBIA","FASLG","pred"
"P25963","Q5VWK5","NFKBIA","IL23R","pred"
"P25963","Q9HC29","NFKBIA","NOD2","pred"
"P26006","Q5VWK5","ITGA3","IL23R","pred"
"P26022","Q9HC29","PTX3","NOD2","pred"
"P26038","P48023","MSN","FASLG","exp;pred"
"P26038","Q9HC29","MSN","NOD2","pred"
"P26045","Q9Y2R2","PTPN3","PTPN22","pred"
"P26371","Q02930","KRTAP5-9","CREB5","exp"
"P26373","P48023","RPL13","FASLG","pred"
"P26436","P48023","ACRV1","FASLG","pred"
"P26441","P40189","CNTF","IL6ST","exp;ortho;pred"
"P26441","Q8NI17","CNTF","IL31RA","pred"
"P26441","Q9HC29","CNTF","NOD2","pred"
"P26447","Q9HC29","S100A4","NOD2","pred"
"P26599","P35228","PTBP1","NOS2","exp;pred"
"P26842","P48023","CD27","FASLG","pred"
"P26885","P36969","FKBP2","GPX4","exp"
"P26951","P40189","IL3RA","IL6ST","pred"
"P26992","P40189","CNTFR","IL6ST","exp;pred"
"P26992","Q8NI17","CNTFR","IL31RA","pred"
"P27348","P35228","YWHAQ","NOS2","exp"
"P27361","Q02930","MAPK3","CREB5","pred"
"P27361","Q9Y2R2","MAPK3","PTPN22","pred"
"P27482","Q13342","CALML3","SP140","pred"
"P27482","Q8NI17","CALML3","IL31RA","exp"
"P27540","P40189","ARNT","IL6ST","pred"
"P27658","P48023","COL8A1","FASLG","pred"
"P27658","Q02930","COL8A1","CREB5","exp"
"P27708","P35228","CAD","NOS2","exp"
"P27708","Q9HC29","CAD","NOD2","exp"
"P27797","Q9Y2R2","CALR","PTPN22","exp"
"P27815","P48023","PDE4A","FASLG","pred"
"P27824","Q9UKF2","CANX","ADAM30","exp"
"P27986","P38484","PIK3R1","IFNGR2","pred"
"P27986","P40189","PIK3R1","IL6ST","exp;pred"
"P27986","P48023","PIK3R1","FASLG","exp;pred"
"P27986","Q9Y2R2","PIK3R1","PTPN22","pred"
"P28062","Q92619","PSMB8","ARHGAP45","pred"
"P28065","Q92619","PSMB9","ARHGAP45","pred"
"P28066","P35228","PSMA5","NOS2","exp"
"P28066","Q13342","PSMA5","SP140","pred"
"P28070","Q13342","PSMB4","SP140","pred"
"P28074","Q13342","PSMB5","SP140","pred"
"P28288","Q8IV20","ABCD3","LACC1","exp"
"P28482","P35228","MAPK1","NOS2","pred"
"P28482","Q02930","MAPK1","CREB5","pred"
"P28482","Q9Y2R2","MAPK1","PTPN22","pred"
"P28562","Q9Y2R2","DUSP1","PTPN22","pred"
"P28827","P48023","PTPRM","FASLG","pred"
"P28827","Q9Y2R2","PTPRM","PTPN22","pred"
"P28908","Q9UNG2","TNFRSF8","TNFSF18","pred"
"P29074","Q9Y2R2","PTPN4","PTPN22","pred"
"P29279","P48023","CTGF","FASLG","pred"
"P29317","P48023","EPHA2","FASLG","pred"
"P29320","P40189","EPHA3","IL6ST","pred"
"P29322","Q8NI17","EPHA8","IL31RA","pred"
"P29323","P40189","EPHB2","IL6ST","pred"
"P29323","P48023","EPHB2","FASLG","pred"
"P29350","P38484","PTPN6","IFNGR2","pred"
"P29350","P40189","PTPN6","IL6ST","exp;pred"
"P29350","P48023","PTPN6","FASLG","pred"
"P29350","Q92619","PTPN6","ARHGAP45","pred"
"P29350","Q9Y2R2","PTPN6","PTPN22","pred"
"P29353","P38484","SHC1","IFNGR2","pred"
"P29353","P40189","SHC1","IL6ST","exp;pred"
"P29353","P48023","SHC1","FASLG","pred"
"P29353","Q7Z699","SHC1","SPRED1","pred"
"P29353","Q9Y2R2","SHC1","PTPN22","pred"
"P29401","P36969","TKT","GPX4","exp"
"P29459","P40189","IL12A","IL6ST","pred"
"P29459","Q5VWK5","IL12A","IL23R","pred"
"P29459","Q8NI17","IL12A","IL31RA","pred"
"P29459","Q9HC29","IL12A","NOD2","pred"
"P29460","P40189","IL12B","IL6ST","pred"
"P29460","Q5VWK5","IL12B","IL23R","exp;pred"
"P29460","Q8NI17","IL12B","IL31RA","pred"
"P29466","Q676U5","CASP1","ATG16L1","exp"
"P29466","Q9HC29","CASP1","NOD2","exp;ortho;pred"
"P29474","P35228","NOS3","NOS2","pred"
"P29475","P35228","NOS1","NOS2","pred"
"P29590","Q13342","PML","SP140","pred"
"P29597","P38484","TYK2","IFNGR2","pred"
"P29597","P40189","TYK2","IL6ST","exp;pred"
"P29597","Q5VWK5","TYK2","IL23R","pred"
"P29597","Q9Y2R2","TYK2","PTPN22","pred"
"P29692","Q17RY0","EEF1D","CPEB4","pred"
"P29728","Q9HC29","OAS2","NOD2","exp;pred"
"P29965","P48023","CD40LG","FASLG","pred"
"P29965","Q9UNG2","CD40LG","TNFSF18","pred"
"P30040","P36969","ERP29","GPX4","pred"
"P30041","P36969","PRDX6","GPX4","exp;pred"
"P30044","P36969","PRDX5","GPX4","pred"
"P30048","P36969","PRDX3","GPX4","pred"
"P30048","Q9UNG2","PRDX3","TNFSF18","pred"
"P30153","P35228","PPP2R1A","NOS2","exp"
"P30153","P36969","PPP2R1A","GPX4","pred"
"P30405","P36969","PPIF","GPX4","exp"
"P30419","P48023","NMT1","FASLG","pred"
"P30530","P48023","AXL","FASLG","pred"
"P30530","Q9Y2R2","AXL","PTPN22","pred"
"P30626","P35228","SRI","NOS2","pred"
"P30679","Q92619","GNA15","ARHGAP45","pred"
"P30711","P36969","GSTT1","GPX4","pred"
"P30874","P48023","SSTR2","FASLG","pred"
"P31146","Q92619","CORO1A","ARHGAP45","pred"
"P31151","P35228","S100A7","NOS2","pred"
"P31151","Q9HC29","S100A7","NOD2","pred"
"P31268","Q8NI17","HOXA7","IL31RA","pred"
"P31268","Q9HC29","HOXA7","NOD2","pred"
"P31358","Q92619","CD52","ARHGAP45","pred"
"P31689","P35228","DNAJA1","NOS2","exp"
"P31749","P35228","AKT1","NOS2","pred"
"P31749","Q7Z699","AKT1","SPRED1","pred"
"P31785","P38484","IL2RG","IFNGR2","pred"
"P31943","Q17RY0","HNRNPH1","CPEB4","pred"
"P31944","Q9HC29","CASP14","NOD2","pred"
"P31946","P36969","YWHAB","GPX4","pred"
"P31948","P35228","STIP1","NOS2","exp"
"P31948","P36969","STIP1","GPX4","exp"
"P31994","P48023","FCGR2B","FASLG","pred"
"P32004","P35228","L1CAM","NOS2","pred"
"P32119","P35228","PRDX2","NOS2","pred"
"P32119","P36969","PRDX2","GPX4","exp;pred"
"P32249","Q9HC29","GPR183","NOD2","pred"
"P32519","Q9Y2R2","ELF1","PTPN22","pred"
"P32927","P38484","CSF2RB","IFNGR2","pred"
"P32927","P40189","CSF2RB","IL6ST","pred"
"P32927","Q8IV20","CSF2RB","LACC1","exp"
"P32927","Q9Y2R2","CSF2RB","PTPN22","pred"
"P32970","P48023","CD70","FASLG","pred"
"P32970","Q9UNG2","CD70","TNFSF18","pred"
"P32971","P48023","TNFSF8","FASLG","pred"
